_best_bound,_dettime,_linear_nonzeros,_miprelgap,_n_iterations,_n_nodes_processed,_ncolumns,_problem_type,_quality_metrics,_solve_status,_solve_status_code,_time,binary_variables,constraints,cuts_BQP,cuts_GUB_cover,cuts_MIR,cuts_RLT,cuts_benders,cuts_clique,cuts_cover,cuts_disjunctive,cuts_flow_cover,cuts_flow_path,cuts_fractional,cuts_implied_bound,cuts_lift_and_project,cuts_local_implied_bound,cuts_multi_commodity_flow,cuts_solution_pool,cuts_table,cuts_user,cuts_zero_half,integer_variables,linear_relaxation,name,objective_value
93.0,3575.217610359192,591058,0.0,486,0,9854,MILP,{},integer optimal solution,101,3.246893882751465,5226,120471,0,0,20,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,4628,93.0,dr_bf_f:43n-176m-EuroLarge_10_3_26_1.0,93.0
nan,75975.58592414856,2082266,nan,0,0,10990,MILP,{},"time limit exceeded, no integer solution",108,60.07144284248352,10850,418005,,,,,,,,,,,,,,,,,,,,140,69.99999999999996,dr_bf_c:24n-86m-UBN24_10_1_70_1.0,
121.00000000000026,18783.23310470581,153384,0.0,85460,2898,3402,MILP,{},integer optimal solution,101,37.31416201591492,1890,31563,0,2,214,0,0,0,75,0,162,3,25,2,10,0,0,0,0,0,88,1512,59.25,dr_bf_f:21n-70m-SpanishTelefonica_30_3_66_0.5,120.99999999999991
40.0,1126.5742254257202,13626,0.0,28525,1247,978,MILP,{},integer optimal solution,101,1.378079891204834,498,2955,0,0,68,0,0,2,26,0,93,4,21,15,0,0,22,0,0,0,94,480,14.483333333333334,dr_bf_f:20n-78m-EON20_10_3_26_0.2,40.0
32.266666666666666,107152.69380187988,116382,0.9246105919000955,111998,11967,2268,MILP,{},time limit exceeded,107,60.00664496421814,2244,23334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6471,12,24,12.0,dr_bf_c:43n-176m-EuroLarge_100_10_80_0.2,428.0
201.0,29777.63169002533,1345090,0.0,869,0,12586,MILP,{},integer optimal solution,101,25.090096950531006,8122,272459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4464,201.00000000000006,dr_bf_f:22n-70m-British-telecom_10_1_62_1.0,201.0
51.99999999999999,115233.96493816376,118322,0.24637681159384592,169094,13491,1660,MILP,{},time limit exceeded,107,60.00390601158142,1620,23810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155,0,40,20.0,dr_bf_c:20n-62m-ARPANet_100_30_20_1.0,69.0
143.0,34506.14068031311,124788,0.0,78353,1544,4380,MILP,{},integer optimal solution,101,48.84940195083618,2244,25950,0,2,724,0,0,0,214,0,998,7,12,0,46,0,12,0,0,0,127,2136,43.959523809523816,dr_bf_f:43n-176m-EuroLarge_100_10_80_0.2,143.0
15.373134328358207,103659.82509040833,10607,0.8674729799271986,375374,16960,724,MILP,{},time limit exceeded,107,60.0023729801178,716,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8485,0,8,4.0,dr_bf_c:43n-176m-EuroLarge_30_9_26_0.2,116.0
89.0,3517.2568731307983,267840,0.0,8299,0,5430,MILP,{},integer optimal solution,101,3.5144941806793213,,65556,0,0,104,0,0,268,511,0,3,0,24,6,2,0,0,0,0,0,279,,29.20595238095238,ds_acc_m:21n-70m-SpanishTelefonica_10_1_66_0.2,89.0
31.0,144.80647659301758,9128,0.0,1828,0,1840,MILP,{},integer optimal solution,101,0.16016697883605957,1832,1596,0,0,16,0,0,34,82,0,4,0,14,0,1,0,40,0,0,0,22,8,11.000000000000002,dr_bf_m:21n-70m-SpanishTelefonica_10_3_22_0.2,31.0
23.0,91.33179473876953,9910,0.0,449,0,1220,MILP,{},integer optimal solution,101,0.09118986129760742,1210,2034,0,0,2,0,0,6,33,0,3,0,11,0,0,0,5,0,0,0,12,10,16.333333333333332,dr_bf_m:22n-70m-British-telecom_10_5_12_0.5,23.0
50.99999999999999,114957.29874706268,70811,0.5048543689315488,199791,17216,1170,MILP,{},time limit exceeded,107,60.0036518573761,1134,14283,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6087,10,36,18.0,dr_bf_c:16n-46m-EURO_30_3_56_0.5,103.0
nan,118926.00576686859,80319,nan,0,0,1260,MILP,{},"time limit exceeded, no integer solution",108,60.00281310081482,1220,16210,,,,,,,,,,,,,,,,,,,,40,20.0,dr_bf_c:14n-42m-NSF_10_1_60_0.5,
99.0,2047.5069284439087,69912,0.0,11125,0,6864,MILP,{},integer optimal solution,101,3.657412052154541,6840,12876,0,0,90,0,0,171,420,0,16,0,51,1,3,0,63,0,0,0,231,24,30.40238095238095,dr_bf_m:21n-78m-UKNet_100_10_74_0.2,99.0
65.0,6055.282794952393,38365,0.0,11048,1518,840,MILP,{},integer optimal solution,101,2.8672029972076416,798,7833,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,8,42,21.0,dr_bf_c:6n-9m-n6s9_30_3_60_0.5,65.0
74.0,751.623857498169,18324,0.0,9603,382,918,MILP,{},integer optimal solution,101,1.0027568340301514,486,3906,0,0,73,0,0,7,62,0,136,10,58,19,1,0,0,0,0,0,58,432,20.164285714285715,dr_bf_f:14n-46m-Generic-Deutsche-Telekom-DT_10_1_64_0.2,74.0
29.0,21815.824984550476,30573,0.0,99676,11727,708,MILP,{},integer optimal solution,101,10.2185959815979,684,6174,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,576,9,24,12.0,dr_bf_c:15n-46m-NSF_30_15_12_1.0,29.0
36.99999999999938,125486.53450107574,47737,0.026315789473631224,403112,38391,1020,MILP,{},time limit exceeded,107,60.003297090530396,996,9606,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,16,24,12.0,dr_bf_c:21n-72m-Italian_10_5_12_1.0,38.0
24.0,52382.70700836182,3759,0.0,446496,34500,268,MILP,{},integer optimal solution,101,27.835477113723755,260,762,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2988,17,8,4.0,dr_bf_c:20n-62m-ARPANet_30_15_12_0.5,24.0
nan,22152.68587398529,2686068,nan,0,0,4318,MILP,{},"time limit exceeded, no integer solution",108,60.29178500175476,,672503,,,,,,,,,,,,,,,,,,,,,59.000000000000085,nls_f:28n-82m-EURO28_30_3_58_0.5,
95.0,16596.564750671387,40828,0.0,56485,7924,858,MILP,{},integer optimal solution,101,8.360460996627808,832,8229,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453,14,26,13.0,dr_bf_c:11n-52m-Pan-European-COST239_30_3_94_0.2,95.0
165.0,14037.137845993042,1191826,0.0,602,0,11594,MILP,{},integer optimal solution,101,18.55809783935547,7626,241583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3968,165.0,dr_bf_f:20n-62m-ARPANet_30_3_62_1.0,165.0
178.45327636181221,37099.78042411804,503304,0.0753716250682939,21612,322,9048,MILP,{},time limit exceeded,107,60.13147020339966,4776,102732,0,0,217,0,0,0,73,0,366,5,27,6,0,0,0,0,0,0,386,4272,90.58333333333333,dr_bf_f:43n-176m-EuroLarge_100_10_80_0.5,193.0000000000005
23.0,207.60242366790771,3042,0.0,1079,0,444,MILP,{},integer optimal solution,101,0.24109196662902832,222,720,0,0,29,0,0,0,12,0,36,1,10,3,3,0,8,0,0,0,31,222,9.9,dr_bf_f:21n-72m-Italian_10_5_12_0.2,23.0
nan,98450.58896255493,252792,nan,0,0,1000,MILP,{},"time limit exceeded, no integer solution",108,60.0032901763916,,63300,,,,,,,,,,,,,,,,,,,,,10.0,nls_c:21n-70m-SpanishTelefonica_10_1_66_0.2,
41.0,227.15645503997803,51156,0.0,139,0,1884,MILP,{},integer optimal solution,101,0.3339989185333252,1860,10710,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,24,40.0,dr_bf_m:21n-72m-Italian_30_15_12_1.0,41.0
21.374462365591395,111791.93919658661,7858,0.17790529363041596,1124088,90042,420,MILP,{},time limit exceeded,107,60.003355979919434,410,1585,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2120,2,10,5.0,dr_bf_c:21n-78m-UKNet_100_50_14_0.5,26.0
15.0,16.25870704650879,1414,0.0,153,0,318,MILP,{},integer optimal solution,101,0.040715932846069336,158,359,0,0,4,0,0,0,14,0,13,0,13,0,2,0,4,0,0,0,6,160,4.4,dr_bf_f:21n-78m-UKNet_10_5_14_0.2,15.0
nan,87874.8415107727,2698261,nan,0,0,1921,MILP,{},"time limit exceeded, no integer solution",108,60.03296113014221,,676566,,,,,,,,,,,,,,,,,,,,,17.0,ds_acc_c:28n-82m-EURO28_30_3_58_0.5,
32.0,105.59204387664795,5526,0.0,1288,0,1304,MILP,{},integer optimal solution,101,0.10823488235473633,1298,1069,0,0,15,0,0,115,87,0,2,0,14,0,1,0,38,0,0,0,37,6,10.9,dr_bf_m:28n-68m-EON_30_9_16_0.2,32.0
97.0,1359.1494941711426,52444,0.0,8151,0,5242,MILP,{},integer optimal solution,101,1.8001971244812012,5220,9911,0,0,49,0,0,116,323,0,4,0,46,0,1,0,49,0,0,0,81,22,30.98333333333333,dr_bf_m:22n-70m-British-telecom_30_3_62_0.2,97.0
183.0,23839.252157211304,1378022,0.0,644,0,12934,MILP,{},integer optimal solution,101,17.839884042739868,12818,279241,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,183.0,dr_bf_m:28n-82m-EURO28_10_1_58_1.0,183.0
30.0,153.3896608352661,11704,0.0,759,0,1190,MILP,{},integer optimal solution,101,0.15753793716430664,1176,2373,0,0,6,0,0,23,62,0,1,0,14,0,0,0,30,0,0,0,43,14,18.0,dr_bf_m:14n-42m-NSF_100_30_20_0.5,30.0
97.0,7299.852288246155,40310,0.0,128281,2884,1750,MILP,{},integer optimal solution,101,10.809916019439697,910,8545,0,6,363,0,0,4,87,0,273,5,27,9,36,0,12,0,0,0,138,840,33.07222222222222,dr_bf_f:28n-82m-EURO28_100_10_58_0.2,97.0
nan,74730.7616930008,12275772,nan,0,0,46872,MILP,{},"time limit exceeded, no integer solution",108,60.22752404212952,,444934,,,,,,,,,,,,,,,,,,,,,21.0,dsl_asb_c:21n-70m-SpanishTelefonica_30_3_66_0.5,
121.0,4794.435396194458,152964,0.0,21044,604,3402,MILP,{},integer optimal solution,101,10.107855081558228,,46053,0,0,180,0,0,0,64,0,220,5,52,31,11,0,0,0,0,0,239,,59.25,dr_aov_f:21n-70m-SpanishTelefonica_30_3_66_0.5,121.0
54.378571428571426,108997.5614118576,247867,0.045989974937262715,66756,7036,2678,MILP,{},time limit exceeded,107,60.0032639503479,2626,49803,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1166,16,52,26.0,dr_bf_c:19n-76m-EON19_30_9_26_1.0,57.0
33.0,10537.880793571472,9753,0.0,100310,7142,378,MILP,{},integer optimal solution,101,5.9008049964904785,364,1974,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1796,7,14,7.0,dr_bf_c:15n-46m-NSF_100_30_20_0.5,33.0
189.0,16816.542446136475,1345090,0.0,729,0,12586,MILP,{},integer optimal solution,101,17.96863603591919,12462,272459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,189.0,dr_bf_m:22n-70m-British-telecom_100_10_62_1.0,189.0
72.4999999999996,109206.12825679779,16701,0.020270270270248254,689476,62420,504,MILP,{},time limit exceeded,107,60.00408601760864,486,3375,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359,25,18,9.0,dr_bf_c:14n-46m-Generic-Deutsche-Telekom-DT_10_1_64_0.2,74.0
86.0,34771.16430854797,322558,0.0,5129,761,4740,MILP,{},integer optimal solution,101,21.780564069747925,4620,65670,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,181,1,120,59.99999999999998,dr_bf_c:6n-9m-n6s9_100_10_60_1.0,86.0
nan,107711.81029319763,267686,nan,0,0,2808,MILP,{},"time limit exceeded, no integer solution",108,60.018044233322144,2754,53784,,,,,,,,,,,,,,,,,,,,54,27.0,dr_bf_c:19n-76m-EON19_100_10_80_0.5,
18.0,32.98097038269043,1866,0.0,220,0,276,MILP,{},integer optimal solution,101,0.035379886627197266,138,435,0,0,9,0,0,0,16,0,29,0,13,0,0,0,10,0,0,0,7,138,4.5,dr_bf_f:10n-44m-SmallNet_10_5_16_0.2,18.0
32.0,26030.708251953125,37059,0.0,79081,10690,930,MILP,{},integer optimal solution,101,12.598533868789673,910,7455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,14,20,10.0,dr_bf_c:28n-82m-EURO28_30_15_10_1.0,32.0
38.0,401.6191396713257,75586,0.0,108,0,2394,MILP,{},integer optimal solution,101,0.32441091537475586,2366,15701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38.0,dr_bf_m:21n-78m-UKNet_100_50_14_1.0,38.0
41.0,223.41687297821045,75586,0.0,110,0,2394,MILP,{},integer optimal solution,101,0.20826005935668945,1274,15701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,41.0,dr_bf_f:21n-78m-UKNet_10_5_14_1.0,41.0
133.0,15178.212428092957,829020,0.0,477,0,9180,MILP,{},integer optimal solution,101,16.465813875198364,6300,168390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880,133.0,dr_bf_f:15n-46m-NSF_10_1_60_1.0,133.0
219.0,18188.729637145996,1664572,0.0,1037,0,14484,MILP,{},integer optimal solution,101,18.62519907951355,9452,336770,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5032,219.0,dr_bf_f:21n-72m-Italian_30_3_68_1.0,219.0
nan,79009.6805973053,740609,nan,0,0,900,MILP,{},"time limit exceeded, no integer solution",108,60.03728103637695,,145618,,,,,,,,,,,,,,,,,,,,,9.0,dr_bsa_c:21n-70m-SpanishTelefonica_30_3_66_0.2,
37.0,397.53791904449463,28730,0.0,2094,0,2190,MILP,{},integer optimal solution,101,0.5406858921051025,2170,5595,0,0,25,0,0,33,186,0,5,0,17,1,0,0,0,0,0,0,128,20,20.416666666666668,dr_bf_m:11n-52m-Pan-European-COST239_30_9_30_0.5,37.0
28.30751787894645,112075.85548782349,4240,0.14219642791028278,902179,51179,300,MILP,{},time limit exceeded,107,60.00231218338013,292,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3781,0,8,4.0,dr_bf_c:21n-70m-SpanishTelefonica_30_9_22_0.2,33.0
32.0,114.20505142211914,11018,0.0,305,0,700,MILP,{},integer optimal solution,101,0.11114001274108887,364,2401,0,1,18,0,0,4,15,0,40,0,28,11,3,0,15,0,0,0,49,336,17.5,dr_bf_f:16n-46m-EURO_30_9_18_0.5,32.0
60.0,426.8781204223633,15184,0.0,936,0,650,MILP,{},integer optimal solution,101,0.4084031581878662,390,3224,0,0,28,0,0,1,56,0,66,0,27,8,0,0,0,0,0,0,7,260,17.5,dr_bf_f:6n-9m-n6s9_100_10_60_0.2,60.0
59.0,1460.85240650177,262366,0.0,186,0,4758,MILP,{},integer optimal solution,101,1.4761478900909424,4706,53625,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,8,52,59.0,dr_bf_m:20n-78m-EON20_100_30_26_1.0,59.0
38.57917299985434,23685.22208595276,4555820,0.60227656701119,5245,0,6150,MILP,{},time limit exceeded,107,60.36916399002075,,478025,0,0,66,0,0,185,257,0,1,0,70,0,17,0,0,0,0,0,0,,24.203571428571426,dr_bsa_m:21n-70m-SpanishTelefonica_100_10_66_0.2,97.0
26.0,120.96058559417725,29916,0.0,67,0,1164,MILP,{},integer optimal solution,101,0.12154698371887207,1140,6306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,24,25.0,dr_bf_m:14n-42m-NSF_10_5_12_1.0,26.0
nan,95947.73240470886,1003914,nan,0,0,1656,MILP,{},"time limit exceeded, no integer solution",108,60.01110887527466,,250956,,,,,,,,,,,,,,,,,,,,,18.0,dr_bsa_c:28n-82m-EURO28_10_1_58_0.5,
45.0,15022.51466178894,167313,0.0,4623,566,2044,MILP,{},integer optimal solution,101,8.605481147766113,1988,33726,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,405,15,56,28.0,dr_bf_c:10n-44m-SmallNet_30_9_28_1.0,45.0
80.0,7129.394359588623,620281,0.0,8093,0,5529,MILP,{},integer optimal solution,101,8.341845989227295,,153494,0,0,69,0,0,231,493,0,4,0,23,0,1,0,0,0,0,0,286,,25.37777777777777,ds_bf_m:21n-70m-SpanishTelefonica_30_3_66_0.2,80.0
nan,107238.45611763,147155,nan,0,0,1932,MILP,{},"time limit exceeded, no integer solution",108,60.00470590591431,,44163,,,,,,,,,,,,,,,,,,,,,21.0,dr_aov_c:21n-70m-SpanishTelefonica_30_3_66_0.5,
95.00000000000016,7833.534323692322,55404,0.0,90801,2868,2028,MILP,{},integer optimal solution,101,13.400046110153198,1068,11574,0,2,377,0,0,0,148,0,502,10,48,4,25,0,0,0,0,0,140,960,28.255952380952383,dr_bf_f:21n-78m-UKNet_30_3_74_0.2,95.00000000000014
49.0,476.8955879211426,8200,0.0,1958,0,710,MILP,{},integer optimal solution,101,0.527446985244751,360,1860,0,1,67,0,0,10,4,0,34,4,12,3,17,0,5,0,0,0,43,350,22.083333333333332,dr_bf_f:28n-68m-EON_100_30_16_0.5,49.0
20.0,100.9427490234375,11730,0.0,480,0,1068,MILP,{},integer optimal solution,101,0.12790703773498535,1054,2351,0,0,13,0,0,3,38,0,6,0,15,0,0,0,4,0,0,0,17,14,12.999999999999998,dr_bf_m:10n-44m-SmallNet_30_15_16_0.5,20.0
23.0,129.34423732757568,8440,0.0,434,0,730,MILP,{},integer optimal solution,101,0.13915014266967773,370,1875,0,0,18,0,0,0,9,0,15,0,10,0,3,0,11,0,0,0,22,360,12.833333333333334,dr_bf_f:21n-70m-SpanishTelefonica_30_15_12_0.5,23.0
110.00000000000011,4629.553829193115,143300,0.0,3872,0,2950,MILP,{},integer optimal solution,101,6.222044944763184,1750,29450,0,1,133,0,0,7,41,0,94,4,65,6,5,0,2,0,0,0,140,1200,57.33333333333333,dr_bf_f:14n-46m-Generic-Deutsche-Telekom-DT_10_1_64_0.5,110.00000000000011
nan,14176.053552627563,6915138,nan,0,0,6720,MILP,{},CPLEX Error  1001: Out of memory.,1001,22.062532901763916,,1727677,,,,,,,,,,,,,,,,,,,,,66.75000000000001,dr_sc_m:21n-70m-SpanishTelefonica_30_3_66_0.5,
nan,106284.71890926361,258792,nan,0,0,2800,MILP,{},"time limit exceeded, no integer solution",108,60.01399278640747,2750,51975,,,,,,,,,,,,,,,,,,,,50,25.0,dr_bf_c:24n-86m-UBN24_100_10_70_0.5,
39.0,300.6084327697754,31428,0.0,869,0,2322,MILP,{},integer optimal solution,101,0.4097108840942383,2304,6348,0,0,9,0,0,10,34,0,1,0,11,0,0,0,13,0,0,0,26,18,31.5,dr_bf_m:21n-72m-Italian_30_9_22_0.5,39.0
nan,109711.40785217285,147491,nan,0,0,1911,MILP,{},"time limit exceeded, no integer solution",108,60.00525903701782,,29631,,,,,,,,,,,,,,,,,,,,,21.0,dr_ob_c:21n-70m-SpanishTelefonica_30_3_66_0.5,
100.0,5408.689071655273,192196,0.0,5675,0,5930,MILP,{},integer optimal solution,101,4.930057048797607,5872,38328,0,0,79,0,0,65,455,0,8,0,45,0,0,0,0,0,0,0,193,58,54.49999999999999,dr_bf_m:10n-44m-SmallNet_30_3_86_0.5,100.0
16.0,43.77590847015381,3454,0.0,344,0,990,MILP,{},integer optimal solution,101,0.04683279991149902,986,613,0,0,3,0,0,23,51,0,0,0,17,2,0,0,18,0,0,0,37,4,5.333333333333333,dr_bf_m:28n-82m-EURO28_10_5_10_0.2,16.0
154.0,4038.948479652405,6154748,0.0,2518,0,50820,MILP,{},integer optimal solution,101,6.18171501159668,,3071112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,dsl_bf_m:21n-70m-SpanishTelefonica_10_1_66_1.0,154.0
33.0,98797.22613048553,37064,0.0,387218,33511,930,MILP,{},integer optimal solution,101,49.97194695472717,910,7455,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2509,14,20,10.0,dr_bf_c:28n-82m-EURO28_10_5_10_1.0,33.0
171.0,14592.828126907349,1524534,0.0,612,0,13662,MILP,{},integer optimal solution,101,22.39590883255005,13530,308583,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,132,171.0,dr_bf_m:21n-70m-SpanishTelefonica_100_10_66_1.0,171.0
33.0,109624.3131608963,137540,0.9767932489450789,124436,11830,2470,MILP,{},time limit exceeded,107,60.008750200271606,2444,27573,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6146,2,26,13.0,dr_bf_c:43n-176m-EuroLarge_30_3_80_0.2,1422.0
nan,54369.51722717285,12602490,nan,0,0,45570,MILP,{},"time limit exceeded, no integer solution",108,60.24236989021301,,993181,,,,,,,,,,,,,,,,,,,,,21.0,dsl_ascc_c:21n-70m-SpanishTelefonica_30_3_66_0.5,
nan,93478.71479511261,2188452,nan,0,0,14700,MILP,{},"time limit exceeded, no integer solution",108,60.03882312774658,,219660,,,,,,,,,,,,,,,,,,,,,0.0,drl_bf_c:21n-70m-SpanishTelefonica_10_1_66_0.5,
74.0,1764.2583808898926,320520,0.0,283,0,5976,MILP,{},integer optimal solution,101,1.7558009624481201,5928,65556,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48,74.0,dr_bf_m:30n-112m-Spain_30_9_24_1.0,74.0
186.0,47833.39553356171,2372994,0.0,702,0,18330,MILP,{},integer optimal solution,101,27.21315908432007,12090,479271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,186.00000000000006,dr_bf_f:20n-78m-EON20_10_1_78_1.0,186.0
94.0,4666.61291217804,83620,0.0,6025,0,2100,MILP,{},integer optimal solution,101,10.160567998886108,1220,17310,0,0,56,0,0,2,34,0,52,4,7,0,1,0,1,0,0,0,89,880,47.08333333333333,dr_bf_f:14n-42m-NSF_10_1_60_0.5,94.0
20.0,37.405884742736816,5056,0.0,247,0,542,MILP,{},integer optimal solution,101,0.039769887924194336,528,1037,0,0,7,0,0,23,21,0,0,0,15,0,1,0,23,0,0,0,18,14,11.083333333333332,dr_bf_m:6n-9m-n6s9_10_3_20_0.5,20.0
nan,104755.0225687027,21959,nan,0,0,696,MILP,{},"time limit exceeded, no integer solution",108,60.00415802001953,680,4420,,,,,,,,,,,,,,,,,,,,16,8.0,dr_bf_c:21n-78m-UKNet_30_9_24_0.5,
39.0,260.7345161437988,28168,0.0,1295,0,2568,MILP,{},integer optimal solution,101,0.33165502548217773,2552,5540,0,0,14,0,0,23,90,0,0,0,34,0,0,0,28,0,0,0,22,16,20.166666666666668,dr_bf_m:21n-78m-UKNet_30_9_24_0.5,39.0
91.0,1145.3862390518188,79314,0.0,3053,0,3746,MILP,{},integer optimal solution,101,1.9969680309295654,3710,15989,0,0,37,0,0,127,267,0,2,0,40,0,0,0,0,0,0,0,84,36,51.583333333333336,dr_bf_m:16n-46m-EURO_30_3_56_0.5,91.0
38.0,213.67686939239502,15174,0.0,1804,0,1862,MILP,{},integer optimal solution,101,0.2346019744873047,1850,2987,0,1,27,0,0,20,89,0,2,0,19,0,1,0,13,0,0,0,56,12,19.5,dr_bf_m:22n-70m-British-telecom_10_3_20_0.5,38.0
25.0,129.82027339935303,8296,0.0,1724,0,1424,MILP,{},integer optimal solution,101,0.14295291900634766,1416,1542,0,2,14,0,0,23,80,0,2,0,32,4,10,0,25,0,0,0,29,8,10.166666666666666,dr_bf_m:20n-78m-EON20_30_15_14_0.2,25.0
nan,67608.89488887787,1355866,nan,0,0,8178,MILP,{},"time limit exceeded, no integer solution",108,60.029788970947266,,406812,,,,,,,,,,,,,,,,,,,,,58.0,dr_aov_c:28n-82m-EURO28_100_10_58_1.0,
36.0,49242.835729599,16695,0.0,415070,33455,504,MILP,{},integer optimal solution,101,25.675769090652466,486,3375,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1518,18,18,9.0,dr_bf_c:15n-46m-NSF_10_3_20_0.5,36.0
80.0,1079.3841562271118,39798,0.0,6887,0,5340,MILP,{},integer optimal solution,101,1.6502859592437744,5322,7110,0,0,59,0,0,186,417,0,5,0,14,0,0,0,55,0,0,0,187,18,25.377777777777776,dr_bf_m:21n-70m-SpanishTelefonica_30_3_66_0.2,80.0
88.0,2227.9445123672485,16254,0.0,63197,1979,1008,MILP,{},integer optimal solution,101,2.6198501586914062,518,3563,0,0,170,0,0,29,37,0,163,24,41,35,10,0,14,0,0,0,116,490,29.918650793650794,dr_bf_f:28n-68m-EON_100_10_48_0.2,88.0
27.0,77.33488178253174,5456,0.0,1137,0,1032,MILP,{},integer optimal solution,101,0.09012603759765625,1024,1038,0,0,19,0,0,42,75,0,2,0,15,0,0,0,36,0,0,0,59,8,8.988095238095239,dr_bf_m:16n-46m-EURO_30_9_18_0.2,27.0
69.0,659.7055778503418,27010,0.0,3896,0,3050,MILP,{},integer optimal solution,101,0.7486588954925537,3030,5105,0,0,53,0,0,150,222,0,10,0,28,0,3,0,49,0,0,0,112,20,23.236904761904757,dr_bf_m:14n-42m-NSF_30_3_60_0.2,69.0
14.0,20.00801658630371,2218,0.0,223,0,650,MILP,{},integer optimal solution,101,0.027226924896240234,646,369,0,0,5,0,0,37,29,0,1,0,10,0,0,0,31,0,0,0,18,4,4.685714285714285,dr_bf_m:15n-46m-NSF_30_15_12_0.2,14.0
15.0,1056.1791543960571,636,0.0,10658,1200,130,MILP,{},integer optimal solution,101,0.9836981296539307,126,131,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,905,2,4,2.0,dr_bf_c:20n-62m-ARPANet_100_50_12_0.2,15.0
26.0,86.7648401260376,22670,0.0,72,0,1030,MILP,{},integer optimal solution,101,0.07817816734313965,1010,4825,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,20,26.0,dr_bf_m:16n-46m-EURO_30_15_10_1.0,26.0
66.91666666666666,119149.05508041382,19058,0.030193236714932223,610266,57752,530,MILP,{},time limit exceeded,107,60.00315594673157,510,3855,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2741,15,20,10.0,dr_bf_c:14n-42m-NSF_30_3_60_0.2,69.0
22.0,120.66954040527344,7028,0.0,728,0,1140,MILP,{},integer optimal solution,101,0.1290750503540039,1132,1398,0,0,3,0,0,17,76,0,0,0,26,0,0,0,14,0,0,0,27,8,10.916666666666666,dr_bf_m:22n-70m-British-telecom_100_50_12_0.5,22.0
91.0,4740.417928695679,38350,0.0,123876,2887,1670,MILP,{},integer optimal solution,101,7.0333778858184814,870,8065,0,2,177,0,0,4,117,0,271,4,63,25,22,0,0,0,0,0,46,800,21.574603174603176,dr_bf_f:20n-78m-EON20_30_3_78_0.2,91.0
29.0,59.94063377380371,11110,0.0,287,0,1260,MILP,{},integer optimal solution,101,0.07120513916015625,1250,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29.0,dr_bf_m:28n-82m-EURO28_30_15_10_0.5,29.0
15.0,593.2222909927368,1406,0.0,8678,918,150,MILP,{},integer optimal solution,101,0.6118650436401367,144,288,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,683,2,6,3.0,dr_bf_c:15n-46m-NSF_100_50_12_0.2,15.0
