_best_bound,_dettime,_linear_nonzeros,_miprelgap,_n_iterations,_n_nodes_processed,_ncolumns,_problem_type,_quality_metrics,_solve_status,_solve_status_code,_time,binary_variables,constraints,cuts_BQP,cuts_GUB_cover,cuts_MIR,cuts_RLT,cuts_benders,cuts_clique,cuts_cover,cuts_disjunctive,cuts_flow_cover,cuts_flow_path,cuts_fractional,cuts_implied_bound,cuts_lift_and_project,cuts_local_implied_bound,cuts_multi_commodity_flow,cuts_solution_pool,cuts_table,cuts_user,cuts_zero_half,integer_variables,linear_relaxation,name,objective_value
41.0,387.1631135940552,91540,0.0,126,0,2260,MILP,{},integer optimal solution,101,0.5104660987854004,2220,18910,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,40,41.0,dr_bf_m:14n-46m-Generic-Deutsche-Telekom-DT_10_3_20_1.0,41.0
22.0,42.16644859313965,2200,0.0,242,0,210,MILP,{},integer optimal solution,101,0.04236578941345215,110,500,0,0,12,0,0,0,18,0,22,0,13,7,0,0,7,0,0,0,8,100,8.166666666666668,dr_bf_f:6n-9m-n6s9_10_3_20_0.2,22.0
51.99999999999904,5557.371733665466,21160,0.0,152787,2884,1790,MILP,{},integer optimal solution,101,6.278553009033203,900,4635,0,0,299,0,0,0,79,0,262,1,8,0,32,0,18,0,0,0,59,890,19.866666666666667,dr_bf_f:43n-176m-EuroLarge_10_3_26_0.2,52.00000000000009
29.0,782.7145233154297,4464,0.0,7844,1484,250,MILP,{},integer optimal solution,101,0.5392200946807861,240,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,10,5.0,dr_bf_c:10n-44m-SmallNet_30_9_28_0.2,29.0
36.97083333333333,105147.8910074234,38860,0.8239484126980204,302304,23638,970,MILP,{},time limit exceeded,107,60.00476813316345,950,7815,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8742,10,20,10.0,dr_bf_c:24n-86m-UBN24_100_10_70_0.2,210.0
32.65005215879456,113026.1036119461,10576,0.0671413668913922,799074,40234,462,MILP,{},time limit exceeded,107,60.00325608253479,450,2133,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3688,13,12,6.0,dr_bf_c:22n-70m-British-telecom_30_9_20_0.5,35.0
72.0,1647.2174501419067,18324,0.0,55462,2125,918,MILP,{},integer optimal solution,101,2.0687241554260254,486,3924,0,0,129,0,0,4,52,0,139,20,48,32,26,0,0,0,0,0,99,432,24.740476190476187,dr_bf_f:16n-46m-EURO_10_1_56_0.2,72.0
156.0,9140.161025047302,722008,0.0,579,0,8344,MILP,{},integer optimal solution,101,10.15690279006958,5656,146804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688,156.0,dr_bf_f:16n-46m-EURO_30_3_56_1.0,156.0
144.0,8650.313380241394,943424,0.0,585,0,10048,MILP,{},integer optimal solution,101,8.69806718826294,6976,191456,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,3072,144.00000000000003,dr_bf_f:14n-46m-Generic-Deutsche-Telekom-DT_30_3_64_1.0,144.0
20.0,57.16922855377197,5560,0.0,172,0,490,MILP,{},integer optimal solution,101,0.05738997459411621,250,1240,0,1,11,0,0,1,9,0,22,1,12,4,0,0,14,0,0,0,23,240,11.166666666666666,dr_bf_f:14n-46m-Generic-Deutsche-Telekom-DT_30_15_12_0.5,20.0
96.0,1145.168800354004,57990,0.0,2400,0,1800,MILP,{},integer optimal solution,101,2.1557199954986572,990,12000,0,0,30,0,0,0,89,0,94,2,36,1,5,0,10,0,0,0,16,810,24.06269841269841,dr_bf_f:11n-52m-Pan-European-COST239_100_10_94_0.2,96.0
16.0,61.386935234069824,5560,0.0,134,0,490,MILP,{},integer optimal solution,101,0.06712985038757324,250,1240,0,1,12,0,0,2,9,0,21,0,8,8,0,0,14,0,0,0,13,240,9.666666666666666,dr_bf_f:14n-46m-Generic-Deutsche-Telekom-DT_10_5_12_0.5,16.0
59.0,1332.5083656311035,255658,0.0,185,0,4654,MILP,{},integer optimal solution,101,1.3884129524230957,2626,52247,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2028,59.0,dr_bf_f:19n-76m-EON19_10_3_26_1.0,59.0
nan,70640.59801006317,4541360,nan,0,0,1530,MILP,{},"time limit exceeded, no integer solution",108,60.06925320625305,,476018,,,,,,,,,,,,,,,,,,,,,9.0,dr_bsa_c:21n-70m-SpanishTelefonica_100_10_66_0.2,
nan,116230.99478530884,78550,nan,0,0,1414,MILP,{},"time limit exceeded, no integer solution",108,60.004136085510254,1386,15785,,,,,,,,,,,,,,,,,,,,28,14.0,dr_bf_c:24n-86m-UBN24_100_50_14_1.0,
90.80947350864223,1318.0616159439087,25648,0.06381986073558134,8748,315,1376,MILP,{},aborted,113,2.0182809829711914,,5508,0,0,106,0,0,16,56,0,156,9,17,26,3,0,0,0,0,0,113,,31.540079365079364,dr_ob_f:28n-82m-EURO28_30_3_58_0.2,97.0
31.0,2225.0408477783203,3168,0.0,30744,5941,228,MILP,{},integer optimal solution,101,1.4035930633544922,220,642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,606,2,8,4.0,dr_bf_c:11n-52m-Pan-European-COST239_10_3_30_0.2,31.0
27.0,72.01216506958008,5348,0.0,346,0,580,MILP,{},integer optimal solution,101,0.07652711868286133,292,1222,0,0,4,0,0,0,10,0,9,1,7,0,0,0,9,0,0,0,9,288,12.107142857142858,dr_bf_f:22n-70m-British-telecom_100_30_20_0.2,27.0
133.0,4341.593945503235,200970,0.0,7559,0,8288,MILP,{},integer optimal solution,101,6.024898052215576,8246,39858,0,0,88,0,0,132,612,0,1,0,70,0,0,0,0,0,0,0,282,42,67.75,dr_bf_m:24n-86m-UBN24_10_1_70_0.5,133.0
188.0,21233.108372688293,1664572,0.0,769,0,14484,MILP,{},integer optimal solution,101,22.82055115699768,14348,336770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,188.00000000000003,dr_bf_m:21n-72m-Italian_100_10_68_1.0,188.0
19.0,150.9804973602295,1126,0.0,5520,279,254,MILP,{},integer optimal solution,101,0.15870189666748047,126,293,0,0,29,0,0,0,12,0,39,7,7,3,0,0,12,0,0,0,32,128,5.0,dr_bf_f:20n-62m-ARPANet_10_5_12_0.2,19.0
178.0,44207.34896850586,1191826,0.0,670,0,11594,MILP,{},integer optimal solution,101,41.03302311897278,11470,241583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,178.0,dr_bf_m:20n-62m-ARPANet_10_1_62_1.0,178.0
18.0,23.805535316467285,3980,0.0,98,0,436,MILP,{},integer optimal solution,101,0.02987504005432129,220,890,0,0,3,0,0,0,18,0,10,0,23,0,0,0,19,0,0,0,10,216,6.488095238095239,dr_bf_f:11n-52m-Pan-European-COST239_100_50_18_0.2,18.0
191.0,5423.32587146759,1520244,0.0,1397,0,13662,MILP,{},integer optimal solution,101,8.810318946838379,,456588,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,,191.00000000000003,dr_aov_m:21n-70m-SpanishTelefonica_30_3_66_1.0,191.0
30.0,348.7275743484497,75586,0.0,75,0,2394,MILP,{},integer optimal solution,101,0.31845617294311523,1274,15687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1120,30.0,dr_bf_f:20n-78m-EON20_100_50_14_1.0,30.0
38.0,400.96004009246826,51156,0.0,236,0,1884,MILP,{},integer optimal solution,101,0.5653338432312012,1860,10710,0,0,5,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,10,24,37.0,dr_bf_m:21n-72m-Italian_10_5_12_1.0,38.0
54.0,1708.7379293441772,262366,0.0,138,0,4758,MILP,{},integer optimal solution,101,1.4317309856414795,4706,53625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,54.0,dr_bf_m:20n-78m-EON20_10_3_26_1.0,54.0
94.0,2139.3816890716553,320520,0.0,366,0,5976,MILP,{},integer optimal solution,101,2.0086991786956787,3240,65556,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2736,94.0,dr_bf_f:30n-112m-Spain_100_30_24_1.0,94.0
29.0,315.76200008392334,32748,0.0,296,26,1260,MILP,{},integer optimal solution,101,0.3900730609893799,684,6894,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,15,576,27.0,dr_bf_f:15n-46m-NSF_30_15_12_1.0,29.0
132.0,8777.578483581543,131742,0.0,30329,637,3294,MILP,{},integer optimal solution,101,14.091454982757568,1782,27261,0,1,157,0,0,13,48,0,195,12,50,27,0,0,0,0,0,0,266,1512,69.41666666666666,dr_bf_f:28n-82m-EURO28_10_1_58_0.5,132.0
20.0,96.98044300079346,10542,0.0,291,0,672,MILP,{},integer optimal solution,101,0.10475993156433105,350,2261,0,0,6,0,0,0,14,0,39,0,16,0,0,0,28,0,0,0,29,322,10.5,dr_bf_f:10n-44m-SmallNet_30_15_16_0.5,20.0
32.0,462.5676221847534,5956,0.0,16134,798,644,MILP,{},integer optimal solution,101,0.5220699310302734,324,1346,0,0,42,0,0,0,24,0,109,5,21,5,0,0,15,0,0,0,37,320,10.142857142857142,dr_bf_f:21n-78m-UKNet_100_30_24_0.2,32.0
22.0,68.61392498016357,7830,0.0,232,0,612,MILP,{},integer optimal solution,101,0.07331085205078125,594,1632,0,0,1,0,0,11,9,0,0,0,6,0,0,0,17,0,0,0,12,18,18.083333333333332,dr_bf_m:6n-9m-n6s9_30_9_20_0.5,22.0
27.619047619048132,103527.28953170776,4241,0.3722943722935145,444612,23756,300,MILP,{},time limit exceeded,107,60.00459313392639,292,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9029,0,8,4.0,dr_bf_c:22n-70m-British-telecom_30_9_20_0.2,44.0
16.0,4381.712995529175,717,0.0,45672,5287,146,MILP,{},integer optimal solution,101,2.957054853439331,142,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458,0,4,2.0,dr_bf_c:21n-70m-SpanishTelefonica_30_15_12_0.2,16.0
191.0,5422.923748970032,1520244,0.0,1397,0,13662,MILP,{},integer optimal solution,101,9.282431840896606,,456588,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,,191.00000000000003,dr_aov_f:21n-70m-SpanishTelefonica_30_3_66_1.0,191.0
12.0,13.957818984985352,774,0.0,122,0,120,MILP,{},integer optimal solution,101,0.022427082061767578,60,189,0,0,5,0,0,0,11,0,14,0,4,3,0,0,14,0,0,0,12,60,4.0,dr_bf_f:6n-9m-n6s9_100_50_12_0.2,12.0
106.0,2759.3845434188843,90562,0.0,10498,0,7386,MILP,{},integer optimal solution,101,5.256819009780884,7358,16967,0,0,104,0,0,299,677,0,9,0,51,0,2,0,0,0,0,0,262,28,33.48650793650794,dr_bf_m:20n-78m-EON20_10_1_78_0.2,106.0
24.0,47172.77272605896,1406,0.0,633107,77589,150,MILP,{},integer optimal solution,101,24.643540143966675,144,288,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1283,10,6,3.0,dr_bf_c:15n-46m-NSF_30_9_20_0.2,24.0
142.0,2176.4362382888794,208836,0.0,6818,0,6900,MILP,{},integer optimal solution,101,5.771314859390259,,61074,0,0,49,0,0,79,434,0,1,0,46,14,0,0,0,0,0,0,324,,89.91666666666661,dr_aov_m:21n-70m-SpanishTelefonica_100_10_66_0.5,142.0
201.0,29778.21044254303,1345090,0.0,869,0,12586,MILP,{},integer optimal solution,101,24.975227117538452,12462,272459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,201.00000000000006,dr_bf_m:22n-70m-British-telecom_10_1_62_1.0,201.0
nan,108594.27469825745,234787,nan,0,0,2600,MILP,{},"time limit exceeded, no integer solution",108,60.01182198524475,2550,47175,,,,,,,,,,,,,,,,,,,,50,25.0,dr_bf_c:21n-78m-UKNet_100_10_74_0.5,
nan,113220.46024799347,192523,nan,0,0,2250,MILP,{},"time limit exceeded, no integer solution",108,60.00988984107971,2190,38805,,,,,,,,,,,,,,,,,,,,60,30.0,dr_bf_c:10n-44m-SmallNet_10_1_86_0.5,
22.0,43.12914562225342,3010,0.0,439,0,480,MILP,{},integer optimal solution,101,0.04832816123962402,470,590,0,0,8,0,0,25,28,0,1,0,9,0,1,0,34,0,0,0,11,10,8.350000000000001,dr_bf_m:6n-9m-n6s9_30_9_20_0.2,22.0
36.0,127.0721845626831,19842,0.0,510,0,1424,MILP,{},integer optimal solution,101,0.1535940170288086,1406,4080,0,0,6,0,0,14,17,0,0,0,22,0,0,0,13,0,0,0,29,18,30.333333333333332,dr_bf_m:15n-46m-NSF_10_3_20_0.5,36.0
69.0,545.7228384017944,25362,0.0,4164,0,3264,MILP,{},integer optimal solution,101,0.6408858299255371,3246,4680,0,0,49,0,0,153,248,0,1,0,28,0,0,0,52,0,0,0,135,18,19.415079365079364,dr_bf_m:15n-46m-NSF_10_1_60_0.2,69.0
32.0,204.27746391296387,11208,0.0,2613,0,2256,MILP,{},integer optimal solution,101,0.2088170051574707,2248,1918,0,0,21,0,0,65,103,0,4,0,19,0,2,0,48,0,0,0,51,8,11.38888888888889,dr_bf_m:24n-86m-UBN24_10_3_22_0.2,32.0
29.0,315.87801361083984,32748,0.0,296,26,1260,MILP,{},integer optimal solution,101,0.39006805419921875,1236,6894,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,15,24,27.0,dr_bf_m:15n-46m-NSF_30_15_12_1.0,29.0
nan,85235.0021724701,1176277,nan,0,0,1680,MILP,{},"time limit exceeded, no integer solution",108,60.047471046447754,,294042,,,,,,,,,,,,,,,,,,,,,21.0,dr_bsa_c:21n-70m-SpanishTelefonica_10_1_66_0.5,
181.0,25269.561475753784,2135566,0.0,716,0,17094,MILP,{},integer optimal solution,101,31.94292688369751,16946,431531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,181.0,dr_bf_m:21n-78m-UKNet_100_10_74_1.0,181.0
176.0,8768.377798080444,337320,0.0,11206,0,11576,MILP,{},integer optimal solution,101,9.744197845458984,11528,67056,0,0,136,0,0,133,1023,0,17,0,69,0,0,0,0,0,0,0,335,48,92.41666666666669,dr_bf_m:30n-112m-Spain_100_10_74_0.5,176.0
36.0,1259.8517065048218,30678,0.0,2413,0,2154,MILP,{},integer optimal solution,101,1.8050119876861572,1086,6621,0,0,51,0,0,0,11,0,39,0,8,0,12,0,17,0,0,0,47,1068,20.166666666666664,dr_bf_f:43n-176m-EuroLarge_10_5_16_0.5,36.0
17.0,66.64131450653076,7028,0.0,447,0,1140,MILP,{},integer optimal solution,101,0.0686800479888916,1132,1398,0,0,1,0,0,3,25,0,0,0,10,0,0,0,16,0,0,0,6,8,10.5,dr_bf_m:22n-70m-British-telecom_30_15_12_0.5,17.0
219.0,18189.39297389984,1664572,0.0,1037,0,14484,MILP,{},integer optimal solution,101,19.197152853012085,14348,336770,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,136,219.0,dr_bf_m:21n-72m-Italian_30_3_68_1.0,219.0
167.0,9191.119230270386,364364,0.0,9961,0,11738,MILP,{},integer optimal solution,101,15.133402824401855,11688,72570,0,0,103,0,0,131,813,0,3,0,66,0,0,0,0,0,0,0,277,50,97.25,dr_bf_m:30n-112m-Spain_10_1_74_0.5,167.0
89.0,1495.160864830017,46190,0.0,9896,0,5430,MILP,{},integer optimal solution,101,3.151002883911133,5410,8451,0,0,63,0,0,179,346,0,4,0,39,0,4,0,41,0,0,0,210,20,29.205952380952382,dr_bf_m:21n-70m-SpanishTelefonica_10_1_66_0.2,89.0
65.0,987.5225887298584,39816,0.0,1085,0,1218,MILP,{},integer optimal solution,101,1.452523946762085,798,8316,0,0,37,0,0,0,56,0,68,1,53,18,0,0,0,0,0,0,28,420,31.166666666666664,dr_bf_f:6n-9m-n6s9_30_3_60_0.5,65.0
60.0,561.7605094909668,20110,0.0,1842,0,1542,MILP,{},integer optimal solution,101,0.7843210697174072,1514,4007,0,0,25,0,0,87,166,0,3,0,23,0,0,0,0,0,0,0,82,28,20.750000000000004,dr_bf_m:6n-9m-n6s9_30_3_60_0.2,60.0
33.0,43609.462124824524,23579,0.0,211621,29154,630,MILP,{},integer optimal solution,101,20.459518909454346,610,4755,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,20,10.0,dr_bf_c:11n-52m-Pan-European-COST239_10_3_30_0.5,33.0
84.8969246031746,21656.24144077301,4707870,0.5484206138126094,3686,0,6660,MILP,{},time limit exceeded,107,60.18590497970581,,1175963,0,0,24,0,0,88,319,0,1,0,194,0,3,0,0,0,0,0,71,,63.5,dr_sc_m:28n-82m-EURO28_30_3_58_0.5,188.0
77.0,528.4153327941895,30122,0.0,3448,0,3514,MILP,{},integer optimal solution,101,0.7483899593353271,3494,5561,0,0,49,0,0,195,254,0,1,0,41,4,1,0,53,0,0,0,134,20,22.01309523809524,dr_bf_m:14n-46m-Generic-Deutsche-Telekom-DT_30_3_64_0.2,77.0
31.0,59096.94881725311,2066,0.0,315496,19155,216,MILP,{},integer optimal solution,101,31.966246128082275,210,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666,1,6,3.0,dr_bf_c:28n-68m-EON_10_3_16_0.2,31.0
24.0,90.20749568939209,10192,0.0,586,0,1254,MILP,{},integer optimal solution,101,0.1086888313293457,1244,2072,0,0,4,0,0,14,29,0,2,0,14,0,0,0,10,0,0,0,6,10,18.25,dr_bf_m:21n-72m-Italian_100_50_12_0.5,24.0
49.0,26647.79462814331,87915,0.0,41236,3740,1340,MILP,{},integer optimal solution,101,12.863715887069702,1300,17730,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,899,2,40,20.0,dr_bf_c:15n-46m-NSF_100_30_20_1.0,49.0
65.0,858.2475509643555,139060,0.0,207,0,3220,MILP,{},integer optimal solution,101,0.6604821681976318,1780,28670,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1440,65.0,dr_bf_f:22n-70m-British-telecom_100_30_20_1.0,65.0
45.91111111111111,113274.98694705963,125894,0.22184557438757124,180980,13790,1818,MILP,{},time limit exceeded,107,60.002943992614746,1782,25299,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,16,36,18.0,dr_bf_c:28n-82m-EURO28_10_3_18_1.0,59.0
95.0,962.9563436508179,43472,0.0,1459,18,1534,MILP,{},integer optimal solution,101,1.3667190074920654,832,9035,0,0,51,0,0,0,93,0,112,0,47,0,5,0,0,0,0,0,24,702,19.852777777777774,dr_bf_f:11n-52m-Pan-European-COST239_30_3_94_0.2,95.0
33.0,165.413104057312,11704,0.0,1134,0,1190,MILP,{},integer optimal solution,101,0.20348501205444336,1176,2373,0,0,6,0,0,14,59,0,1,0,11,0,1,0,28,0,0,0,26,14,20.833333333333332,dr_bf_m:14n-42m-NSF_10_3_20_0.5,33.0
24.0,133.22758769989014,15558,0.0,768,0,1714,MILP,{},integer optimal solution,101,0.15720295906066895,1702,3067,0,0,13,0,0,15,39,0,1,0,17,0,1,0,17,0,0,0,16,12,16.166666666666664,dr_bf_m:19n-76m-EON19_10_5_16_0.5,24.0
21.0,71.71164226531982,8540,0.0,1068,0,1540,MILP,{},integer optimal solution,101,0.08203887939453125,1532,1534,0,0,0,0,0,15,27,0,2,0,13,0,0,0,23,0,0,0,8,8,8.3,dr_bf_m:19n-76m-EON19_10_5_16_0.2,21.0
32.0,109.80488681793213,9714,0.0,941,0,1146,MILP,{},integer optimal solution,101,0.11580491065979004,1134,1971,0,0,24,0,0,39,85,0,0,0,22,0,1,0,12,0,0,0,62,12,18.999999999999996,dr_bf_m:16n-46m-EURO_10_3_18_0.5,32.0
nan,104010.36093616486,111643,nan,0,0,1700,MILP,{},"time limit exceeded, no integer solution",108,60.00713300704956,,33507,,,,,,,,,,,,,,,,,,,,,17.0,dr_aov_c:28n-82m-EURO28_30_3_58_0.5,
189.0,16815.650846481323,1345090,0.0,729,0,12586,MILP,{},integer optimal solution,101,17.768083095550537,8122,272459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4464,189.0,dr_bf_f:22n-70m-British-telecom_100_10_62_1.0,189.0
39.0,1223.6409559249878,5348,0.0,74763,1819,580,MILP,{},integer optimal solution,101,1.1253550052642822,292,1222,0,0,104,0,0,0,20,0,114,10,15,1,11,0,51,0,0,0,67,288,13.775,dr_bf_f:22n-70m-British-telecom_30_9_20_0.2,39.0
60.0,108501.53850078583,133523,0.0,196040,12083,1820,MILP,{},integer optimal solution,101,57.38773012161255,1780,26850,0,0,6,0,0,0,0,0,1,0,5,0,0,0,0,0,0,2231,25,40,20.0,dr_bf_c:22n-70m-British-telecom_30_9_20_1.0,60.0
nan,106204.05166053772,17309,nan,0,0,630,MILP,{},"time limit exceeded, no integer solution",108,60.0043740272522,616,3486,,,,,,,,,,,,,,,,,,,,14,7.0,dr_bf_c:28n-82m-EURO28_30_9_18_0.5,
121.0,2952.340582847595,162834,0.0,5894,0,6552,MILP,{},integer optimal solution,101,3.493741989135742,6510,32508,0,0,93,0,0,99,481,0,4,0,80,0,0,0,0,0,0,0,182,42,66.75,dr_bf_m:21n-70m-SpanishTelefonica_30_3_66_0.5,121.0
19.0,63.51809024810791,5962,0.0,568,0,744,MILP,{},integer optimal solution,101,0.08624887466430664,734,1238,0,1,6,0,0,10,37,0,2,0,14,0,7,0,16,0,0,0,22,10,13.666666666666666,dr_bf_m:14n-42m-NSF_10_5_12_0.5,19.0
74.0,1764.0529518127441,320520,0.0,283,0,5976,MILP,{},integer optimal solution,101,1.762995958328247,3240,65556,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2736,74.0,dr_bf_f:30n-112m-Spain_30_9_24_1.0,74.0
183.0,6257.220004081726,1374716,0.0,1126,0,12934,MILP,{},integer optimal solution,101,8.414446115493774,,413134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,183.00000000000003,dr_aov_m:28n-82m-EURO28_10_1_58_1.0,183.0
32.0,60635.111919403076,3760,0.0,445503,20038,268,MILP,{},integer optimal solution,101,34.01871109008789,260,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4971,0,8,4.0,dr_bf_c:20n-62m-ARPANet_10_3_20_0.2,32.0
nan,106317.54297733307,309858,nan,0,0,3288,MILP,{},"time limit exceeded, no integer solution",108,60.015244007110596,3240,62172,,,,,,,,,,,,,,,,,,,,48,24.0,dr_bf_c:30n-112m-Spain_30_9_24_1.0,
16.0,86.01021099090576,1486,0.0,644,0,334,MILP,{},integer optimal solution,101,0.09192895889282227,166,389,0,0,21,0,0,2,10,0,31,2,13,3,1,0,11,0,0,0,17,168,5.333333333333333,dr_bf_f:28n-82m-EURO28_10_5_10_0.2,16.0
22.0,110.01990222930908,11506,0.0,710,0,1512,MILP,{},integer optimal solution,101,0.14692306518554688,1502,2250,0,0,8,0,0,8,41,0,1,0,13,0,0,0,22,0,0,0,21,10,13.583333333333332,dr_bf_m:20n-78m-EON20_30_15_14_0.5,22.0
57.0,701.7099981307983,131742,0.0,171,0,3294,MILP,{},integer optimal solution,101,0.6369130611419678,3258,27261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,57.0,dr_bf_m:28n-82m-EURO28_100_30_18_1.0,57.0
nan,115834.93149662018,236873,nan,0,0,1008,MILP,{},"time limit exceeded, no integer solution",108,60.022660970687866,,59310,,,,,,,,,,,,,,,,,,,,,9.0,nls_c:28n-82m-EURO28_10_1_58_0.2,
nan,70339.02662372589,9583320,nan,0,0,45570,MILP,{},"time limit exceeded, no integer solution",108,60.07388091087341,,355201,,,,,,,,,,,,,,,,,,,,,21.000000000000007,dsl_bf_c:21n-70m-SpanishTelefonica_30_3_66_0.5,
nan,54853.146099090576,3099564,nan,0,0,1830,MILP,{},"time limit exceeded, no integer solution",108,60.015608072280884,,787530,,,,,,,,,,,,,,,,,,,,,10.0,ds_acc_c:28n-82m-EURO28_100_10_58_0.2,
nan,79260.59308052063,1506015,nan,0,0,8976,MILP,{},"time limit exceeded, no integer solution",108,60.096105098724365,,302511,,,,,,,,,,,,,,,,,,,,,65.99999999999997,dr_ob_c:21n-70m-SpanishTelefonica_30_3_66_1.0,
24.0,105.46445274353027,11506,0.0,725,0,1512,MILP,{},integer optimal solution,101,0.11732602119445801,1502,2264,0,0,2,0,0,10,49,0,2,0,23,0,0,0,12,0,0,0,29,10,15.25,dr_bf_m:21n-78m-UKNet_100_50_14_0.5,24.0
55.0,734.3715581893921,40408,0.0,3860,0,3656,MILP,{},integer optimal solution,101,1.0457191467285156,3640,7932,0,0,31,0,0,25,147,0,1,0,19,3,0,0,27,0,0,0,66,16,30.583333333333332,dr_bf_m:30n-112m-Spain_30_9_24_0.5,55.0
34.0,360.882040977478,75586,0.0,83,0,2394,MILP,{},integer optimal solution,101,0.2702031135559082,2366,15687,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,28,34.0,dr_bf_m:20n-78m-EON20_30_15_14_1.0,34.0
38.0,345.68462657928467,24408,0.0,1755,0,2550,MILP,{},integer optimal solution,101,0.40749502182006836,2536,4777,0,0,14,0,0,41,129,0,2,0,19,0,0,0,10,0,0,0,68,14,21.166666666666664,dr_bf_m:24n-86m-UBN24_30_9_22_0.5,38.0
93.0,1672.5555782318115,88232,0.0,3756,0,4014,MILP,{},integer optimal solution,101,2.9278130531311035,3976,17715,0,0,43,0,0,100,350,0,2,0,47,0,0,0,0,0,0,0,174,38,46.0,dr_bf_m:15n-46m-NSF_10_1_60_0.5,93.0
nan,17581.78294467926,3102810,nan,0,0,2650,MILP,{},"time limit exceeded, no integer solution",108,60.39436101913452,,788620,,,,,,,,,,,,,,,,,,,,,33.07222222222222,ds_acc_f:28n-82m-EURO28_100_10_58_0.2,
132.0,6915.773742675781,1020792,0.0,5005,0,6772,MILP,{},integer optimal solution,101,12.365258932113647,,254542,0,0,40,0,0,193,491,0,1,0,73,0,1,0,0,0,0,0,237,,75.41666666666666,nls_m:28n-82m-EURO28_10_1_58_0.5,132.0
34.0,103.80100154876709,21304,0.0,101,0,1160,MILP,{},integer optimal solution,101,0.0938880443572998,600,4620,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,560,34.0,dr_bf_f:28n-68m-EON_100_50_8_1.0,34.0
27.0,135.05577182769775,49740,0.0,64,0,1836,MILP,{},integer optimal solution,101,0.10762715339660645,972,10422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,,dr_bf_f:21n-70m-SpanishTelefonica_100_50_12_1.0,27.0
232.0,29729.089455604553,2106090,0.0,1023,0,17010,MILP,{},integer optimal solution,101,33.856537103652954,10850,425635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6160,232.0,dr_bf_f:24n-86m-UBN24_30_3_70_1.0,232.0
nan,114866.88069629669,50386,nan,0,0,1068,MILP,{},"time limit exceeded, no integer solution",108,60.00230002403259,1044,10134,,,,,,,,,,,,,,,,,,,,24,12.0,dr_bf_c:19n-76m-EON19_10_1_80_0.2,
122.0,22453.469648361206,153384,0.0,121867,2928,3402,MILP,{},integer optimal solution,101,43.95980405807495,1890,31563,0,1,272,0,0,0,108,0,269,11,54,10,7,0,0,0,0,0,216,1512,55.83333333333333,dr_bf_f:21n-70m-SpanishTelefonica_10_1_66_0.5,122.0
